s01a_03,s01a_02,area,depto,s01a_07_1,s01a_09,yhogpc,niv_ed,s06a_06,s06a_07,s06a_12,Real_No_Asiste,Pred_Logistica,Prob_Logistica,Pred_RandomForest,Prob_RandomForest
7.0,1.0,2.0,1.0,6.0,1.0,248.26390075683594,0.0,5.0,7.0,1.0,0,1,0.5382368045676217,0,0.01
12.0,2.0,1.0,5.0,6.0,2.0,1582.5,2.0,3.0,1.0,1.0,0,0,0.031608563440889914,0,0.0
16.0,2.0,1.0,3.0,6.0,2.0,1379.21875,3.0,5.0,1.0,1.0,0,0,0.13554624527277886,0,0.0
13.0,1.0,2.0,1.0,6.0,2.0,705.5556030273438,2.0,8.0,1.0,1.0,0,0,0.22916365775953226,0,0.04
12.0,1.0,1.0,7.0,6.0,2.0,2303.25,2.0,5.0,2.0,1.0,0,0,0.29446068717984536,0,0.0
10.0,2.0,2.0,1.0,6.0,2.0,461.04168701171875,1.0,8.0,7.0,1.0,0,0,0.06792177489155915,0,0.0
8.0,2.0,1.0,9.0,6.0,2.0,1155.0,1.0,8.0,1.0,1.0,0,0,0.005001540910038548,0,0.0
6.0,2.0,1.0,7.0,6.0,2.0,1887.913330078125,0.0,8.0,2.0,1.0,0,0,0.23625199700111024,0,0.12666666666666668
17.0,2.0,2.0,3.0,27.0,2.0,433.6666564941406,3.0,5.0,8.0,1.0,1,1,0.6706274784356895,0,0.043333333333333335
16.0,1.0,1.0,2.0,6.0,1.0,1216.9444580078125,3.0,5.0,3.0,1.0,0,1,0.5005584799356281,0,0.01
19.0,2.0,2.0,2.0,6.0,2.0,434.11572265625,4.0,5.0,5.0,1.0,1,1,0.9569918239544947,1,0.66
17.0,1.0,1.0,2.0,6.0,2.0,1820.683349609375,3.0,3.0,1.0,1.0,0,0,0.26585274049708973,0,0.0033333333333333335
6.0,2.0,2.0,1.0,27.0,2.0,197.59524536132812,0.0,1.0,7.0,1.0,0,1,0.6764729111015514,0,0.07666666666666666
6.0,1.0,1.0,5.0,6.0,1.0,723.875,0.0,5.0,1.0,1.0,0,0,0.07431780222255893,0,0.0
9.0,2.0,1.0,4.0,6.0,1.0,1050.0,1.0,5.0,1.0,1.0,0,0,0.007271455425931773,0,0.0033333333333333335
16.0,1.0,2.0,3.0,6.0,2.0,171.1458282470703,3.0,1.0,8.0,1.0,0,1,0.6183134189778243,0,0.06666666666666667
12.0,2.0,1.0,2.0,6.0,2.0,1549.0,1.0,5.0,1.0,1.0,0,0,0.06815402842315095,0,0.0
19.0,1.0,2.0,3.0,6.0,2.0,1452.0555419921875,4.0,5.0,5.0,1.0,1,1,0.9586897005292722,0,0.43666666666666665
13.0,2.0,1.0,3.0,6.0,2.0,1594.7916259765625,2.0,6.0,1.0,1.0,0,0,0.11513123853887684,0,0.006666666666666667
8.0,1.0,1.0,3.0,6.0,2.0,2990.555419921875,1.0,5.0,1.0,1.0,0,0,0.003884556690207312,0,0.0
16.0,1.0,1.0,2.0,6.0,2.0,309.7799987792969,3.0,5.0,1.0,1.0,0,0,0.21773828179756183,0,0.0033333333333333335
8.0,1.0,1.0,3.0,6.0,2.0,1097.5,1.0,8.0,1.0,1.0,0,0,0.0035593111589796943,0,0.0
8.0,1.0,1.0,2.0,6.0,2.0,1331.0,1.0,5.0,2.0,1.0,0,0,0.012799199622836738,0,0.0
10.0,1.0,1.0,3.0,6.0,2.0,961.3999633789062,1.0,1.0,1.0,1.0,0,0,0.0447333037485625,0,0.0033333333333333335
6.0,2.0,1.0,2.0,6.0,1.0,189.0,0.0,5.0,1.0,1.0,0,0,0.07642363672479316,0,0.02
13.0,1.0,2.0,3.0,27.0,2.0,190.1666717529297,3.0,1.0,7.0,1.0,0,0,0.33506323749526773,0,0.23333333333333334
9.0,1.0,1.0,7.0,6.0,2.0,1384.1666259765625,1.0,8.0,2.0,1.0,0,0,0.04235860651523371,0,0.02666666666666667
8.0,1.0,2.0,4.0,6.0,1.0,491.6666564941406,0.0,5.0,1.0,1.0,0,0,0.3992709434854992,0,0.12666666666666668
19.0,1.0,1.0,7.0,27.0,2.0,2756.637451171875,3.0,5.0,2.0,1.0,1,1,0.9564817117949245,0,0.26
17.0,1.0,2.0,2.0,6.0,1.0,189.34999084472656,3.0,3.0,1.0,1.0,0,0,0.3704165987333845,0,0.05
12.0,2.0,1.0,3.0,6.0,2.0,1081.699951171875,3.0,8.0,9.0,1.0,0,0,0.007410893894801707,0,0.006666666666666667
12.0,1.0,1.0,5.0,6.0,2.0,1273.5714111328125,3.0,5.0,1.0,1.0,0,0,0.010056548202861362,0,0.0
18.0,1.0,1.0,7.0,6.0,2.0,5560.65478515625,4.0,8.0,1.0,1.0,0,1,0.8901638032908743,0,0.0033333333333333335
11.0,2.0,1.0,7.0,6.0,2.0,1069.7554931640625,1.0,1.0,1.0,1.0,0,0,0.1491230594922663,0,0.02666666666666667
11.0,1.0,1.0,7.0,6.0,2.0,2389.833251953125,1.0,8.0,2.0,1.0,1,0,0.15431598524058265,0,0.023333333333333334
16.0,1.0,1.0,7.0,6.0,2.0,1334.0,3.0,8.0,1.0,1.0,0,0,0.3005797037938831,0,0.006666666666666667
6.0,2.0,1.0,6.0,6.0,2.0,2500.0,0.0,6.0,1.0,1.0,0,0,0.11788575884962553,0,0.0
12.0,1.0,2.0,4.0,6.0,1.0,484.6666564941406,2.0,5.0,5.0,1.0,0,0,0.15477514130349265,0,0.013333333333333334
13.0,2.0,2.0,3.0,6.0,2.0,654.6666870117188,3.0,1.0,7.0,1.0,0,0,0.15107745060240932,0,0.0033333333333333335
17.0,2.0,1.0,9.0,6.0,2.0,2300.0,3.0,6.0,1.0,1.0,0,0,0.4114019393199462,0,0.0033333333333333335
17.0,2.0,1.0,8.0,6.0,2.0,933.3333129882812,3.0,1.0,1.0,1.0,0,1,0.5038761996358523,0,0.10666666666666667
6.0,2.0,1.0,4.0,6.0,1.0,1199.166748046875,0.0,5.0,1.0,1.0,0,0,0.06631206141935997,0,0.0033333333333333335
14.0,2.0,1.0,1.0,6.0,2.0,1416.25,3.0,5.0,1.0,1.0,0,0,0.05113800099035549,0,0.0
15.0,2.0,2.0,3.0,27.0,2.0,730.5916137695312,2.0,1.0,7.0,1.0,0,1,0.9114186691900806,0,0.31666666666666665
8.0,2.0,1.0,3.0,6.0,2.0,1169.1666259765625,1.0,8.0,5.0,1.0,0,0,0.003755092798013381,0,0.0
8.0,1.0,2.0,2.0,6.0,2.0,1296.25,1.0,5.0,7.0,1.0,0,0,0.02100998204808044,0,0.01590974285901195
12.0,1.0,1.0,3.0,995.0,2.0,1242.6666259765625,1.0,5.0,9.0,1.0,0,1,0.7697841896211151,0,0.06333333333333334
7.0,1.0,1.0,2.0,6.0,2.0,1229.1666259765625,0.0,8.0,1.0,1.0,0,0,0.15696469853047662,0,0.0
9.0,2.0,1.0,2.0,6.0,2.0,1421.875,1.0,3.0,1.0,1.0,0,0,0.005443227374389332,0,0.0
13.0,2.0,1.0,6.0,6.0,2.0,717.8571166992188,3.0,8.0,1.0,1.0,0,0,0.026953505207678887,0,0.0
8.0,1.0,2.0,1.0,6.0,2.0,874.8888549804688,1.0,6.0,8.0,1.0,0,0,0.02201205661724936,0,0.0033333333333333335
17.0,2.0,1.0,2.0,6.0,2.0,570.3228759765625,3.0,5.0,1.0,1.0,0,0,0.29672037875455326,0,0.0
15.0,2.0,1.0,7.0,6.0,2.0,2993.2666015625,3.0,8.0,1.0,1.0,0,0,0.12097700933920903,0,0.0
8.0,2.0,2.0,5.0,6.0,2.0,677.2916259765625,1.0,5.0,1.0,1.0,0,0,0.004468062378324489,0,0.0
16.0,2.0,1.0,2.0,6.0,2.0,4695.41650390625,3.0,4.0,1.0,1.0,0,0,0.13496146207303394,0,0.0
14.0,2.0,1.0,3.0,6.0,2.0,761.5,3.0,5.0,1.0,1.0,0,0,0.03584251451260015,0,0.0
8.0,1.0,1.0,7.0,6.0,2.0,1476.6666259765625,1.0,5.0,1.0,1.0,0,0,0.010300911366109016,0,0.0
17.0,1.0,1.0,5.0,6.0,2.0,1322.1944580078125,3.0,6.0,1.0,1.0,0,0,0.3214587877047375,0,0.02666666666666667
16.0,1.0,2.0,2.0,6.0,1.0,1000.0,3.0,5.0,8.0,1.0,0,0,0.43137007026131424,0,0.006666666666666667
15.0,1.0,1.0,4.0,6.0,2.0,866.0,3.0,5.0,2.0,1.0,0,0,0.2239421389049753,0,0.0
12.0,2.0,1.0,2.0,6.0,2.0,1025.0,1.0,1.0,1.0,1.0,0,0,0.15570981010694424,0,0.0
12.0,1.0,2.0,9.0,6.0,1.0,225.57142639160156,1.0,1.0,6.0,1.0,0,1,0.6848339905558782,0,0.016666666666666666
8.0,2.0,2.0,1.0,6.0,1.0,488.9666748046875,1.0,5.0,7.0,1.0,0,0,0.019418589061479988,0,0.0033333333333333335
18.0,1.0,2.0,7.0,6.0,2.0,2133.85009765625,3.0,7.0,9.0,1.0,0,1,0.7216125226168245,0,0.12333333333333334
11.0,1.0,2.0,1.0,6.0,2.0,1402.919921875,1.0,5.0,5.0,1.0,0,0,0.1134172786604732,0,0.0
14.0,2.0,2.0,3.0,6.0,2.0,1157.7083740234375,3.0,8.0,7.0,1.0,0,0,0.10827030515255937,0,0.0033333333333333335
19.0,2.0,1.0,3.0,6.0,2.0,1208.8499755859375,5.0,5.0,1.0,1.0,0,0,0.2694280494846866,0,0.09666666666666666
16.0,1.0,1.0,7.0,6.0,2.0,1101.5999755859375,3.0,5.0,2.0,1.0,0,1,0.5658570982223178,0,0.03666666666666667
12.0,2.0,1.0,8.0,6.0,2.0,700.0,1.0,1.0,1.0,1.0,0,0,0.15873848646646316,0,0.0
11.0,2.0,2.0,9.0,6.0,2.0,4080.83349609375,1.0,8.0,6.0,2.0,0,0,0.22488832913838955,0,0.06666666666666667
17.0,1.0,1.0,2.0,6.0,2.0,1207.97216796875,3.0,5.0,1.0,1.0,0,0,0.3559659108448434,0,0.03333333333333333
9.0,2.0,1.0,2.0,6.0,2.0,658.5416870117188,1.0,5.0,1.0,1.0,0,0,0.008355335940617345,0,0.0
9.0,2.0,2.0,6.0,6.0,2.0,461.39166259765625,1.0,8.0,7.0,1.0,0,0,0.04194270216094307,0,0.0033333333333333335
10.0,1.0,1.0,4.0,27.0,2.0,480.0,1.0,8.0,2.0,1.0,0,0,0.08275478386247025,0,0.03333333333333333
9.0,2.0,1.0,1.0,6.0,2.0,342.625,1.0,5.0,1.0,1.0,0,0,0.010396340607028603,0,0.0
10.0,2.0,1.0,6.0,6.0,2.0,1052.5333251953125,1.0,1.0,1.0,1.0,0,0,0.06086119619411815,0,0.0
14.0,2.0,2.0,2.0,6.0,1.0,888.8555297851562,3.0,2.0,5.0,1.0,0,0,0.09157831142429107,0,0.03333333333333333
17.0,1.0,2.0,1.0,27.0,2.0,758.4142456054688,3.0,5.0,8.0,1.0,0,1,0.8034141843424181,0,0.22666666666666666
18.0,2.0,2.0,8.0,6.0,2.0,649.5,5.0,8.0,2.0,1.0,0,0,0.4077190238110724,0,0.33666666666666667
9.0,2.0,1.0,7.0,6.0,2.0,932.135009765625,1.0,5.0,2.0,1.0,0,0,0.03905383957443182,0,0.0
11.0,2.0,1.0,1.0,6.0,2.0,970.2913208007812,1.0,5.0,1.0,1.0,0,0,0.042408018788280086,0,0.0
11.0,1.0,1.0,5.0,6.0,2.0,646.1904907226562,1.0,1.0,1.0,1.0,0,0,0.08273038889610557,0,0.04
7.0,1.0,1.0,2.0,6.0,2.0,2391.88330078125,1.0,8.0,1.0,1.0,0,0,0.0019466825075104793,0,0.0033333333333333335
15.0,1.0,2.0,8.0,6.0,2.0,701.7333374023438,3.0,1.0,5.0,1.0,0,0,0.41086575584169416,0,0.16666666666666666
14.0,1.0,1.0,5.0,6.0,1.0,1315.0,3.0,8.0,1.0,1.0,0,0,0.034365778340202754,0,0.06333333333333334
8.0,1.0,1.0,7.0,6.0,2.0,367.23333740234375,1.0,6.0,1.0,1.0,0,0,0.012827707913405435,0,0.006666666666666667
18.0,2.0,1.0,3.0,6.0,2.0,2900.0,4.0,6.0,1.0,1.0,0,1,0.8017645773254642,0,0.31666666666666665
15.0,1.0,1.0,7.0,6.0,2.0,516.6666870117188,3.0,5.0,2.0,1.0,0,0,0.39199877615728157,0,0.0
6.0,2.0,1.0,2.0,6.0,2.0,438.0,0.0,3.0,1.0,1.0,0,0,0.05358431301540413,0,0.006666666666666667
6.0,1.0,1.0,7.0,6.0,2.0,1159.13330078125,0.0,5.0,2.0,1.0,0,0,0.3476924603259848,0,0.006666666666666667
12.0,2.0,1.0,8.0,6.0,2.0,359.2166442871094,1.0,1.0,5.0,1.0,0,0,0.21689957835740015,0,0.0
17.0,2.0,2.0,6.0,6.0,2.0,290.2778015136719,3.0,6.0,7.0,1.0,0,1,0.7584371690841487,0,0.09
16.0,1.0,1.0,3.0,6.0,2.0,1486.1500244140625,3.0,5.0,5.0,1.0,0,0,0.23360575124605637,0,0.0
9.0,1.0,2.0,5.0,6.0,1.0,821.1904296875,1.0,5.0,1.0,1.0,0,0,0.012208707843013648,0,0.0
11.0,2.0,2.0,3.0,6.0,2.0,1564.365966796875,1.0,5.0,9.0,1.0,0,0,0.04472397526049849,0,0.0
18.0,1.0,2.0,2.0,6.0,2.0,1198.5277099609375,3.0,8.0,7.0,1.0,0,1,0.7943229560857876,0,0.05
18.0,1.0,1.0,7.0,6.0,2.0,1798.3333740234375,4.0,5.0,1.0,1.0,1,1,0.9243845484240879,0,0.29333333333333333
15.0,1.0,1.0,3.0,6.0,2.0,4010.39990234375,3.0,5.0,1.0,1.0,0,0,0.08061512098290712,0,0.0
10.0,2.0,1.0,2.0,6.0,2.0,3522.5,1.0,5.0,1.0,1.0,0,0,0.014732509054301115,0,0.0
8.0,2.0,1.0,3.0,6.0,2.0,898.6666870117188,1.0,6.0,1.0,1.0,0,0,0.003776176495059079,0,0.0
8.0,1.0,2.0,1.0,27.0,2.0,265.0,1.0,8.0,7.0,1.0,0,0,0.044436085580079394,0,0.023333333333333334
11.0,2.0,1.0,8.0,6.0,2.0,1744.0,1.0,8.0,1.0,1.0,0,0,0.027771762666069302,0,0.0
6.0,2.0,1.0,7.0,6.0,2.0,3222.4599609375,0.0,5.0,1.0,1.0,0,0,0.12413058343016187,0,0.0
16.0,1.0,2.0,9.0,6.0,2.0,2122.833251953125,3.0,8.0,3.0,1.0,0,1,0.6540513557744537,0,0.056666666666666664
7.0,2.0,1.0,2.0,6.0,2.0,1599.7916259765625,1.0,3.0,1.0,1.0,0,0,0.0012383433555570686,0,0.0
10.0,1.0,1.0,9.0,6.0,2.0,1165.7999267578125,1.0,1.0,1.0,1.0,0,0,0.08154454356645856,0,0.013333333333333334
13.0,1.0,2.0,7.0,6.0,2.0,436.2916564941406,3.0,5.0,1.0,1.0,0,0,0.0835907584392829,0,0.03
17.0,2.0,1.0,5.0,6.0,2.0,5354.97216796875,3.0,5.0,8.0,1.0,0,0,0.3116082326762557,0,0.043333333333333335
18.0,1.0,1.0,2.0,6.0,2.0,1874.4443359375,4.0,3.0,1.0,1.0,0,1,0.8057148967480093,0,0.09333333333333334
9.0,2.0,1.0,3.0,6.0,2.0,1180.0,1.0,8.0,1.0,1.0,0,0,0.0054400412606303026,0,0.0
7.0,1.0,1.0,6.0,6.0,2.0,896.0,1.0,6.0,1.0,1.0,0,0,0.004635708185918823,0,0.0
11.0,2.0,1.0,2.0,6.0,2.0,721.6666870117188,1.0,5.0,1.0,1.0,0,0,0.03538548946600729,0,0.0
19.0,2.0,1.0,5.0,6.0,2.0,694.4444580078125,3.0,5.0,1.0,1.0,0,1,0.5740623242154652,1,0.5366666666666666
16.0,1.0,1.0,7.0,6.0,2.0,1777.25,3.0,8.0,1.0,1.0,0,0,0.2952799333346126,0,0.01
12.0,1.0,1.0,2.0,6.0,2.0,2042.5,2.0,1.0,7.0,1.0,0,0,0.36226277392243006,0,0.013333333333333334
18.0,1.0,1.0,2.0,6.0,2.0,1314.5,3.0,3.0,1.0,1.0,0,0,0.4379444741113773,0,0.013333333333333334
18.0,2.0,1.0,7.0,6.0,2.0,2552.97998046875,4.0,8.0,1.0,1.0,0,1,0.8762998445635385,0,0.12
11.0,1.0,1.0,3.0,6.0,2.0,2479.13916015625,1.0,6.0,9.0,1.0,0,0,0.04464028311484441,0,0.0
17.0,1.0,1.0,2.0,6.0,2.0,969.8082885742188,3.0,5.0,7.0,1.0,0,1,0.6006654319182009,0,0.03333333333333333
12.0,2.0,1.0,7.0,6.0,2.0,1820.2066650390625,2.0,5.0,2.0,1.0,0,0,0.23999579744234117,0,0.0
7.0,1.0,2.0,3.0,6.0,2.0,993.3333740234375,1.0,8.0,8.0,1.0,0,0,0.004960340661587348,0,0.0033333333333333335
16.0,2.0,1.0,4.0,6.0,2.0,616.6666870117188,3.0,8.0,1.0,1.0,0,0,0.13079095018881956,0,0.0
8.0,2.0,1.0,7.0,6.0,2.0,739.7753295898438,1.0,8.0,2.0,1.0,0,0,0.015901897608542125,0,0.0
19.0,1.0,2.0,2.0,6.0,1.0,757.8333129882812,3.0,3.0,7.0,1.0,1,1,0.8698077773707481,0,0.17666666666666667
15.0,1.0,1.0,7.0,6.0,2.0,4439.34228515625,3.0,8.0,1.0,1.0,0,0,0.1468685421078876,0,0.0
12.0,2.0,1.0,3.0,6.0,2.0,4245.89990234375,1.0,8.0,5.0,1.0,0,0,0.05692205923418338,0,0.0
10.0,1.0,1.0,2.0,6.0,2.0,1372.2222900390625,1.0,5.0,1.0,1.0,0,0,0.02245699938243565,0,0.0
18.0,2.0,1.0,3.0,6.0,2.0,545.1666870117188,3.0,8.0,1.0,1.0,0,0,0.37134668490928374,0,0.0033333333333333335
14.0,1.0,1.0,4.0,6.0,2.0,673.3333129882812,2.0,3.0,2.0,1.0,0,0,0.38277753938809983,0,0.05333333333333334
18.0,2.0,1.0,2.0,6.0,2.0,1106.0050048828125,4.0,5.0,1.0,1.0,1,1,0.8245751396963973,0,0.04666666666666667
18.0,1.0,1.0,2.0,6.0,1.0,1824.1666259765625,3.0,5.0,2.0,1.0,0,1,0.7284605563736005,0,0.02666666666666667
16.0,1.0,1.0,3.0,6.0,2.0,2706.25,3.0,8.0,1.0,1.0,0,0,0.13965865383287585,0,0.0
12.0,2.0,1.0,3.0,6.0,2.0,780.0,2.0,8.0,1.0,1.0,0,0,0.043746652070398136,0,0.0
8.0,2.0,1.0,2.0,6.0,2.0,4187.5,1.0,4.0,1.0,1.0,0,0,0.003213399054836997,0,0.0
14.0,2.0,2.0,6.0,6.0,2.0,166.6666717529297,3.0,5.0,5.0,1.0,0,0,0.13675729346478868,0,0.03666666666666667
19.0,1.0,2.0,4.0,6.0,2.0,500.1666564941406,4.0,1.0,8.0,1.0,1,1,0.9889112247715963,1,0.56
15.0,2.0,1.0,1.0,6.0,1.0,725.927734375,3.0,1.0,2.0,1.0,0,0,0.4082110200494878,0,0.18666666666666668
12.0,2.0,2.0,9.0,6.0,2.0,970.1547241210938,3.0,5.0,2.0,1.0,0,0,0.056659724195617066,0,0.0
16.0,2.0,2.0,4.0,6.0,2.0,2108.333251953125,3.0,5.0,5.0,1.0,0,0,0.2681058631662715,0,0.016666666666666666
14.0,1.0,1.0,6.0,6.0,2.0,1030.0,3.0,5.0,1.0,1.0,0,0,0.08593129924223412,0,0.0
10.0,1.0,1.0,7.0,6.0,2.0,2105.333251953125,1.0,8.0,1.0,1.0,0,0,0.03480925948518029,0,0.0
16.0,2.0,1.0,8.0,6.0,2.0,328.35833740234375,3.0,1.0,1.0,1.0,0,0,0.33464839242285865,0,0.0033333333333333335
7.0,1.0,1.0,2.0,6.0,2.0,1252.0833740234375,1.0,3.0,1.0,1.0,0,0,0.0017154429161720926,0,0.0
10.0,1.0,1.0,6.0,6.0,2.0,895.5606689453125,1.0,5.0,1.0,1.0,0,0,0.03503185744209619,0,0.0
6.0,2.0,1.0,2.0,6.0,2.0,488.452392578125,0.0,5.0,1.0,1.0,0,0,0.07681113608397801,0,0.0
13.0,2.0,2.0,5.0,6.0,2.0,677.2916259765625,2.0,5.0,1.0,1.0,0,0,0.1381625507719782,0,0.006666666666666667
18.0,2.0,1.0,8.0,6.0,2.0,1547.9166259765625,4.0,5.0,1.0,1.0,0,1,0.8215193743593776,0,0.3333333333333333
15.0,2.0,1.0,6.0,6.0,2.0,4182.5,3.0,8.0,1.0,1.0,0,0,0.09032073169485892,0,0.0
12.0,1.0,1.0,7.0,6.0,2.0,963.888916015625,1.0,8.0,2.0,1.0,0,0,0.29269980324882394,0,0.0
8.0,1.0,1.0,3.0,6.0,2.0,1490.0,1.0,6.0,1.0,1.0,0,0,0.004954142685499134,0,0.0
19.0,1.0,1.0,7.0,6.0,2.0,2900.0,5.0,5.0,2.0,1.0,0,1,0.7325666107430009,0,0.09
13.0,2.0,1.0,2.0,6.0,2.0,3572.91650390625,2.0,8.0,1.0,1.0,0,0,0.09106656335781817,0,0.0
7.0,2.0,1.0,2.0,6.0,2.0,1817.5,1.0,3.0,1.0,1.0,0,0,0.001223046309147721,0,0.0
15.0,2.0,1.0,7.0,6.0,2.0,1346.583251953125,3.0,5.0,2.0,1.0,0,0,0.3115553838021256,0,0.0033333333333333335
12.0,1.0,2.0,6.0,6.0,2.0,805.25830078125,2.0,5.0,7.0,1.0,0,0,0.3670859890405367,0,0.06
8.0,2.0,1.0,1.0,27.0,2.0,729.9888305664062,1.0,5.0,2.0,1.0,0,0,0.02395512357902355,0,0.0
17.0,2.0,1.0,2.0,6.0,2.0,4714.58349609375,3.0,3.0,1.0,1.0,0,0,0.18426837087180734,0,0.0
15.0,2.0,2.0,2.0,6.0,2.0,2061.666748046875,1.0,8.0,7.0,1.0,0,1,0.6842780956614329,0,0.2530707859848172
6.0,1.0,2.0,1.0,6.0,2.0,864.0499877929688,0.0,5.0,5.0,2.0,0,0,0.2888792675932833,0,0.14333333333333334
8.0,2.0,1.0,7.0,6.0,2.0,822.699951171875,1.0,8.0,2.0,1.0,0,0,0.015827886477668782,0,0.0
14.0,2.0,1.0,7.0,6.0,2.0,582.9000244140625,3.0,6.0,1.0,1.0,0,0,0.0972419181534285,0,0.006666666666666667
9.0,2.0,1.0,2.0,6.0,2.0,376.8637390136719,1.0,5.0,1.0,1.0,0,0,0.008489809709641458,0,0.0
6.0,1.0,2.0,1.0,6.0,2.0,772.1000366210938,0.0,5.0,9.0,1.0,0,0,0.18313059390309958,0,0.0033333333333333335
9.0,2.0,1.0,6.0,6.0,2.0,627.2916870117188,1.0,5.0,1.0,1.0,0,0,0.012813960608991103,0,0.0
11.0,2.0,1.0,9.0,6.0,2.0,1662.699951171875,1.0,6.0,1.0,1.0,0,0,0.05977379217600267,0,0.0
12.0,1.0,1.0,2.0,6.0,2.0,1025.3333740234375,2.0,5.0,2.0,1.0,0,0,0.18397362993314462,0,0.0
6.0,1.0,1.0,2.0,6.0,2.0,852.9166870117188,0.0,5.0,7.0,1.0,0,0,0.2291213156614212,0,0.006666666666666667
8.0,1.0,1.0,7.0,6.0,2.0,1941.6666259765625,1.0,8.0,1.0,1.0,0,0,0.008262488057413819,0,0.0
19.0,2.0,1.0,7.0,6.0,2.0,1352.933349609375,4.0,5.0,2.0,1.0,1,1,0.9793665440225104,0,0.47333333333333333
14.0,2.0,1.0,3.0,6.0,2.0,345.40997314453125,3.0,5.0,2.0,1.0,0,0,0.08563814255187792,0,0.0033333333333333335
17.0,2.0,1.0,1.0,6.0,2.0,1493.333251953125,3.0,5.0,1.0,1.0,0,0,0.32889820670008213,0,0.0033333333333333335
6.0,2.0,2.0,4.0,6.0,2.0,2114.28564453125,0.0,3.0,7.0,1.0,0,0,0.15974950734759347,0,0.03
6.0,1.0,2.0,9.0,6.0,2.0,694.4445190429688,0.0,1.0,2.0,1.0,0,1,0.6137854405309724,0,0.05333333333333334
19.0,2.0,2.0,9.0,6.0,2.0,257.22222900390625,4.0,5.0,6.0,1.0,1,1,0.9886875883030414,1,0.6333333333333333
17.0,2.0,2.0,7.0,27.0,1.0,104.16667175292969,3.0,2.0,8.0,1.0,0,1,0.8381622859975308,0,0.17333333333333334
10.0,2.0,1.0,7.0,6.0,2.0,1655.8333740234375,1.0,8.0,1.0,1.0,0,0,0.02651310172439402,0,0.0
13.0,2.0,2.0,3.0,6.0,2.0,796.5833129882812,3.0,5.0,5.0,1.0,0,0,0.03723958221002332,0,0.0
13.0,1.0,2.0,2.0,6.0,2.0,376.66668701171875,3.0,1.0,7.0,1.0,0,0,0.23191530756274942,0,0.03333333333333333
15.0,1.0,1.0,3.0,6.0,2.0,1643.75,3.0,8.0,1.0,1.0,0,0,0.07622955532705299,0,0.0
17.0,1.0,1.0,2.0,6.0,2.0,609.7857055664062,3.0,5.0,2.0,1.0,0,1,0.584558960689186,0,0.16333333333333333
13.0,2.0,1.0,4.0,6.0,2.0,840.0,3.0,5.0,1.0,1.0,0,0,0.019402950142643677,0,0.0
12.0,1.0,2.0,7.0,27.0,1.0,104.16667175292969,2.0,2.0,8.0,1.0,0,1,0.5358630801870824,0,0.11666666666666667
13.0,1.0,2.0,8.0,6.0,2.0,1608.953369140625,2.0,8.0,5.0,1.0,0,0,0.24999867074112322,0,0.02666666666666667
11.0,1.0,1.0,2.0,6.0,2.0,978.0,2.0,3.0,1.0,1.0,0,0,0.028963267876597237,0,0.0
8.0,2.0,1.0,6.0,6.0,2.0,1045.0,1.0,8.0,1.0,1.0,0,0,0.004959358758154571,0,0.0
11.0,1.0,1.0,7.0,6.0,2.0,1194.6666259765625,1.0,8.0,2.0,1.0,0,0,0.1634440123619298,0,0.0
9.0,1.0,1.0,5.0,6.0,2.0,138.2916717529297,1.0,5.0,2.0,1.0,0,0,0.020915459717504477,0,0.0
14.0,1.0,2.0,9.0,6.0,2.0,2007.3416748046875,3.0,5.0,2.0,1.0,0,0,0.2515224995352237,0,0.006666666666666667
11.0,1.0,1.0,8.0,6.0,2.0,971.36328125,1.0,1.0,2.0,1.0,0,0,0.2290395072019968,0,0.0033333333333333335
16.0,1.0,2.0,1.0,6.0,2.0,425.0,3.0,1.0,8.0,1.0,0,1,0.7061372682566154,0,0.18666666666666668
12.0,1.0,2.0,3.0,27.0,2.0,660.0,1.0,5.0,7.0,1.0,0,0,0.41232390254453927,0,0.0
10.0,1.0,2.0,3.0,27.0,1.0,183.83334350585938,1.0,1.0,8.0,1.0,0,0,0.21977399242772425,0,0.0
8.0,2.0,1.0,2.0,6.0,2.0,487.125,1.0,5.0,1.0,1.0,0,0,0.004054001064647439,0,0.0
10.0,1.0,1.0,6.0,6.0,2.0,1571.333251953125,1.0,8.0,1.0,1.0,0,0,0.02791036308006419,0,0.0
8.0,2.0,2.0,3.0,6.0,2.0,614.375,1.0,8.0,7.0,1.0,0,0,0.010865002541621416,0,0.013333333333333334
10.0,1.0,1.0,7.0,6.0,2.0,461.1111145019531,1.0,8.0,2.0,1.0,0,0,0.08881316168617003,0,0.0
12.0,2.0,2.0,8.0,6.0,1.0,669.4443969726562,1.0,1.0,6.0,2.0,0,1,0.5799046580507956,0,0.0033333333333333335
19.0,1.0,1.0,6.0,6.0,2.0,2602.77783203125,5.0,5.0,2.0,1.0,0,1,0.6826855098983852,0,0.10333333333333333
17.0,1.0,2.0,1.0,6.0,2.0,370.41668701171875,3.0,5.0,7.0,1.0,0,1,0.7426400151671197,0,0.0033333333333333335
11.0,2.0,2.0,1.0,6.0,2.0,819.4000244140625,1.0,5.0,5.0,1.0,0,0,0.08871371468215208,0,0.0
17.0,1.0,1.0,9.0,6.0,2.0,1545.0,3.0,8.0,1.0,1.0,0,0,0.4102309899806657,0,0.0
19.0,2.0,2.0,5.0,27.0,1.0,470.8333435058594,3.0,1.0,6.0,1.0,0,1,0.9729632131160568,0,0.39666666666666667
